Date,Open,High,Low,Close,Adj Close,Volume
2024-11-18,414.8699951171875,418.3999938964844,412.1000061035156,415.760009765625,414.9294738769531,24742000.0
2024-11-19,413.1099853515625,417.94000244140625,411.54998779296875,417.7900085449219,416.9554138183594,18133500.0
2024-11-20,416.8699951171875,417.2900085449219,410.5799865722656,415.489990234375,414.65997314453125,19191700.0
2024-11-21,419.5,419.7799987792969,410.2900085449219,412.8699951171875,412.8699951171875,20780200.0
2024-11-22,411.3699951171875,417.3999938964844,411.05999755859375,417.0,417.0,24814600.0
2024-11-25,418.3800048828125,421.0799865722656,414.8500061035156,418.7900085449219,418.7900085449219,27691100.0
2024-11-26,419.5899963378906,429.0400085449219,418.8500061035156,427.989990234375,427.989990234375,23458900.0
2024-11-27,425.1099853515625,427.2300109863281,422.0199890136719,422.989990234375,422.989990234375,18332400.0
2024-11-29,420.0899963378906,424.8800048828125,417.79998779296875,423.4599914550781,423.4599914550781,16271900.0
2024-12-02,421.57000732421875,433.0,421.30999755859375,430.9800109863281,430.9800109863281,20207200.0
2024-12-03,429.8399963378906,432.4700012207031,427.739990234375,431.20001220703125,431.20001220703125,18302000.0
2024-12-04,433.0299987792969,439.6700134277344,432.6300048828125,437.4200134277344,437.4200134277344,26009400.0
2024-12-05,437.9200134277344,444.6600036621094,436.1700134277344,442.6199951171875,442.6199951171875,21697800.0
2024-12-06,442.29998779296875,446.1000061035156,441.7699890136719,443.57000732421875,443.57000732421875,18821000.0
2024-12-09,442.6000061035156,448.3299865722656,440.5,446.0199890136719,446.0199890136719,19144400.0
2024-12-10,444.3900146484375,449.6199951171875,441.6000061035156,443.3299865722656,443.3299865722656,18469500.0
2024-12-11,444.04998779296875,450.3500061035156,444.04998779296875,448.989990234375,448.989990234375,19200200.0
2024-12-12,449.1099853515625,456.1600036621094,449.1099853515625,449.55999755859375,449.55999755859375,20834800.0
2024-12-13,448.44000244140625,451.42999267578125,445.5799865722656,447.2699890136719,447.2699890136719,20172200.0
2024-12-16,446.635009765625,452.1614074707031,445.2799987792969,451.5899963378906,451.5899963378906,22770426.0
