Date,Open,High,Low,Close,Adj Close,Volume
2024-11-18,225.25,229.74000549316406,225.1699981689453,228.02000427246094,228.02000427246094,44686000.0
2024-11-19,226.97999572753906,230.16000366210938,226.66000366210938,228.27999877929688,228.27999877929688,36211800.0
2024-11-20,228.05999755859375,229.92999267578125,225.88999938964844,229.0,229.0,35169600.0
2024-11-21,228.8800048828125,230.16000366210938,225.7100067138672,228.52000427246094,228.52000427246094,42108300.0
2024-11-22,228.05999755859375,230.72000122070312,228.05999755859375,229.8699951171875,229.8699951171875,38168300.0
2024-11-25,231.4600067138672,233.25,229.74000549316406,232.8699951171875,232.8699951171875,90152800.0
2024-11-26,233.3300018310547,235.57000732421875,233.3300018310547,235.05999755859375,235.05999755859375,45986200.0
2024-11-27,234.47000122070312,235.69000244140625,233.80999755859375,234.92999267578125,234.92999267578125,33498400.0
2024-11-29,234.80999755859375,237.80999755859375,233.97000122070312,237.3300018310547,237.3300018310547,28481400.0
2024-12-02,237.27000427246094,240.7899932861328,237.16000366210938,239.58999633789062,239.58999633789062,48137100.0
2024-12-03,239.80999755859375,242.75999450683594,238.89999389648438,242.64999389648438,242.64999389648438,38861000.0
2024-12-04,242.8699951171875,244.11000061035156,241.25,243.00999450683594,243.00999450683594,44383900.0
2024-12-05,243.99000549316406,244.5399932861328,242.1300048828125,243.0399932861328,243.0399932861328,40033900.0
2024-12-06,242.91000366210938,244.6300048828125,242.0800018310547,242.83999633789062,242.83999633789062,36870600.0
2024-12-09,241.8300018310547,247.24000549316406,241.75,246.75,246.75,44649200.0
2024-12-10,246.88999938964844,248.2100067138672,245.33999633789062,247.77000427246094,247.77000427246094,36914800.0
2024-12-11,247.9600067138672,250.8000030517578,246.25999450683594,246.49000549316406,246.49000549316406,45205800.0
2024-12-12,246.88999938964844,248.74000549316406,245.67999267578125,247.9600067138672,247.9600067138672,32777500.0
2024-12-13,247.82000732421875,249.2899932861328,246.24000549316406,248.1300048828125,248.1300048828125,33132000.0
2024-12-16,248.0,251.37890625,247.64999389648438,251.0399932861328,251.0399932861328,50727877.0
