Date,Open,High,Low,Close,Adj Close,Volume
2024-11-18,173.4199981689453,175.44000244140625,172.89999389648438,175.3000030517578,175.0993194580078,20206600.0
2024-11-19,173.72000122070312,178.8699951171875,173.55999755859375,178.1199951171875,177.9160919189453,23434900.0
2024-11-20,177.33999633789062,177.67999267578125,173.77999877929688,175.97999572753906,175.77853393554688,18997100.0
2024-11-21,173.89999389648438,174.1300048828125,163.6999969482422,167.6300048828125,167.4381103515625,59734400.0
2024-11-22,165.85000610351562,166.4600067138672,163.89999389648438,164.75999450683594,164.57138061523438,38604600.0
2024-11-25,166.08999633789062,168.6300048828125,165.61000061035156,167.64999389648438,167.45806884765625,33135300.0
2024-11-26,167.6300048828125,169.82000732421875,167.5800018310547,169.1199951171875,168.9263916015625,20486700.0
2024-11-27,169.0,169.47999572753906,168.02000427246094,169.22999572753906,169.03627014160156,19266500.0
2024-11-29,168.5,169.42999267578125,167.16000366210938,168.9499969482422,168.756591796875,14257200.0
2024-12-02,168.77000427246094,172.0800018310547,168.57000732421875,171.49000549316406,171.29368591308594,23789100.0
2024-12-03,171.49000549316406,172.67999267578125,170.85000610351562,171.33999633789062,171.1438446044922,22248700.0
2024-12-04,171.14999389648438,174.91000366210938,171.05999755859375,174.3699951171875,174.17037963867188,31615100.0
2024-12-05,175.36000061035156,176.05999755859375,172.3300018310547,172.63999938964844,172.44236755371094,21356200.0
2024-12-06,172.02999877929688,175.0800018310547,171.86000061035156,174.7100067138672,174.510009765625,21462400.0
2024-12-09,173.9600067138672,176.25999450683594,173.64999389648438,175.3699951171875,175.3699951171875,25389600.0
2024-12-10,182.85000610351562,186.36000061035156,181.0500030517578,185.1699981689453,185.1699981689453,54813000.0
2024-12-11,185.30999755859375,195.61000061035156,184.85000610351562,195.39999389648438,195.39999389648438,67894100.0
2024-12-12,195.0,195.17999267578125,191.7100067138672,191.9600067138672,191.9600067138672,34817500.0
2024-12-13,191.00999450683594,192.72999572753906,189.63999938964844,189.82000732421875,189.82000732421875,25108400.0
2024-12-16,192.88499450683594,199.0,192.6300048828125,196.66000366210938,196.66000366210938,44316488.0
