time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2025-01-07 09:30:00-05:00,BuyHold,7a64452e1b0c4097a3e3d96ffe6d7787,NVDA,buy,market,new,1,gtc,0.0,1,stock
