time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2025-01-07 09:30:00-05:00,BuyHold,1c4d5a92d50a4d3f9687a7cb6a941e02,NVDA,buy,market,new,1,gtc,0.0,1,stock
